point,omega_1,omega_2,omega_3,omega_4,omega_5,omega_6,omega_7,omega_8,phi_8
15,19.227440070464617,-0.90503513052549023,3.1759325909483205,3.8964039266389685,-1.2482447366514158,-2.9956730861849707,-3.1244324691564063,-18.026391165533624,0.36868407102485345
16,-6.1500337005737666,-1.7711407116941336,1.8747931137816842,-2.2205684577055647,2.8566140858693552,3.995052029938257,-1.2148411829971293,2.6301248233812977,291.11329156241788
17,4.237226066802128,2.7262350094549288,-0.79660950257887331,-2.7048604344680576,-1.7559962702406327,0.21609656142700195,-3.4568569099858304,1.5347654795893355,112.92736743338321
18,-2.8056876013067273,1.8270376047290395,2.551350647729695,-0.91889218371169701,-0.87003023500668331,-0.68695425561881018,1.5050285957491583,-0.60185257256397451,26.639234728672054
19,-38.723089823402624,0.40801611064709092,0.7200271623410226,-2.7696760134438132,2.389429869035125,2.5527257916503259,-2.9266635297950625,38.349230432967936,0.00012787131072112404
20,-5.3523106483987739,3.7782373759319916,-0.22792486930572886,-5.1229024990585748,2.8466207163834341,0.57526794835565376,2.7655321260900596,0.73747985000193861,67.408059373256947
21,16.447241939277109,3.4530598399035242,-0.034169084524541142,-3.525966434019026,2.6985355468183703,-1.7136367788049114,-1.2563122024420008,-16.068752826208524,28.487999487165311
22,-6.3253345749311594,-3.030022815248496,2.9035542660071267,-1.4062978771939041,4.5379244214591674,1.9645017511091667,3.267397448940903,-1.9117226201428048,37407.796925491326
23,46.177822234555883,-0.21526723992597943,0.54248851092776029,3.2930877669920715,-1.0735019371998984,-1.15507391244309,-1.5656307682609918,-46.003924654645758,2.1368765095849044e-07
24,3.5277618722567134,3.916867746364737,-4.017901581718883,1.6036054154500781,-0.63884818710557756,-2.2015762356287989,-1.9372601643702896,-0.25264886524797925,146.23443978043386
25,-6.6695148801698636,1.6910806945375954,-1.2865501437102789,0.077003756386371955,3.8529709463121655,-1.9340049332468769,-0.86407896612430446,5.1330935260151911,1.3263630465651337
26,-5.1537770762372785,-3.4749735137445215,0.11968409533169597,3.3947101969005629,5.1936767639076269,0.14383330499831204,-0.30983469600112901,0.086680924844731777,0.00029558740354983758
27,3.7473726636586733,-2.3944292498187494,-3.5408063694254137,1.6420219436583081,1.9330882479645402,-0.68823077373884978,-0.14005212132795669,-0.55896434097055137,3.2931737561402623
28,-1.1552437737511327,3.071732285080349,0.88876579044581705,-0.2857966661965054,0.16550824258650815,0.05563734291075198,0.37792628412346141,-3.1185295051992492,9.3768384547017643e-05
29,-11.461454690888017,-1.1247811011389395,2.5796250362908606,1.6041557017784065,0.7648252141859937,-4.8454405514975427,2.9684998788141126,9.5145705124551263,3.09542757128771
30,-4.8540614743155119,0.26063922733330219,2.4963486448977386,2.6477184430037193,1.2402062027317804,0.82397661918886655,0.23400845749271432,-2.8488361203326091,1.4463676958071759e-06
31,-6.6394839081297929,3.1405679674972129,-2.5632451484623768,5.9776193239787734,0.76407596302747094,1.9155304253867347,0.12083050580260901,-2.7158951291006312,107.83282339341882
32,-1.8758232943341659,-1.8358850772059754,0.3184384209094534,0.42767297084743244,0.11612534767436276,2.343163804027439,-0.44427147017768132,0.95057929825913501,0.0053528291855968746
33,3.9930616884694494,-1.4991673635876874,1.3495535209105747,-3.8648507462697164,-0.85565781050196654,0.17682382964945942,-0.11091064455258086,0.8111475258824683,0.033522413130024575
34,-5.3982827243226641,-0.77646542568201427,1.5072953408802949,-0.3481723067014808,1.9852041418591704,2.8013851927092519,-2.6726104300512974,2.9016462113087398,0.053728517331186942
35,5.0969667509535785,-2.8012678775021871,-2.6574312061794432,-0.10986042275100322,-3.8422781841301727,1.7459855269758331,-0.39587529021285323,2.9637607028462476,13.719911776938716
36,4.7916110726247698,-2.6862833717444099,-3.2283129811155149,-2.8766470835584506,2.0452269760263793,0.52871958970446986,2.4448596558533704,-1.0191738577906144,1564.3769794038717
37,-2.6209362113960974,3.7184007964874932,-1.4624951939772792,-0.42684143049274842,2.6809761520816568,-1.0860622488941045,1.799061133631392,-2.6021029974403129,624.96818289515988
38,-38.389266312678465,-1.0806169852128329,0.67371099112913935,-1.0557037074075311,-2.3621417662897075,1.4380679535817389,2.5785910249955402,38.197358801882118,1.9859263192376055
39,-6.914393499095854,-1.6780780371728177,2.0539773009325231,2.7373670832645596,3.2050232819399769,4.2071499042068101,-0.3188033438065232,-3.292242690268675,29.728298384586509
40,2.9016388916373477,2.2342776430114601,-2.4274712833555872,0.24317511904056813,0.3525484071741819,-2.4811102225353214,-1.0599284081379949,0.23686985316534548,0.23963927079603309
41,-32.555872600592977,1.1286205508169473,3.0698268975871938,-0.15938577060733522,-1.393372492448167,-3.2324221789558409,0.91717887883699178,32.225426715363184,0.31736047671668294
42,4.7941825552716821,-4.270106860642203,-3.6967334115976982,0.96525727569887543,-2.2790476327022988,0.3879820598197451,-0.48820067919208537,4.5866666933439824,281.25094607038773
43,-4.0959159497821336,-1.0790691436984277,-1.5467713613036578,2.6715568316395801,-0.48072836547985193,1.0826649261423473,2.4530615546374692,0.99520150784467454,1.4321468866165634
44,-6.2807894235043555,3.313945289514852,3.2281027073273929,-0.43735042956464065,0.52953336604696899,0.62447836360900622,3.9082030250830475,-4.8861228985122711,139.69900799362222
45,5.0237293665273368,3.6287245477894849,-2.886421913584452,-3.1776467928413146,-1.1958950173264224,-1.9954050875138751,-2.3802461561711148,2.9831610531203561,117045.65111784551
46,8.3253785116757282,-6.7379208990815265,1.4704890871907814,-1.3427514423400018,-5.1856809866027938,1.6683992539820089,-5.401638121008256,7.2037245961840597,892510.87595611962
47,-7.2596095238976499,-1.770727469272118,2.5164149520381911,2.3705645446767578,-1.0502864601257984,-1.8441147525229904,0.81549249303881843,6.2222662160647886,181.1373431046201
48,-5.0874588683854771,1.5221901283352839,1.9853284290469106,3.7487689057250773,-0.54242129151087348,0.82412104082868309,-2.9899967742446765,0.53946843020507096,10.08910009380725
49,-6.5050243438453323,2.3427755184522563,-1.3084871404942109,-0.056887450576621909,0.91272490165497411,2.3807395249831518,5.4235771111423512,-3.1894181213165682,5.002589757361676
50,-16.612027651634531,-1.3484423358796263,-3.5348357017201657,0.702114999067318,-1.2430719547299514,3.1463486307863811,3.3240678886159203,15.565846125494655,15.785195886494236
51,7.0196555692066074,-2.1009724389294888,-0.95355792530580796,-0.67822513972754395,-6.6865395246203949,1.8923617167216646,1.9564690057160998,-0.44919126306113633,66.76997442261279
52,-3.9869963758313491,5.7340856688411019,-2.4496073659894955,1.9948220200670264,0.68322810120653976,-5.02961748920678,3.5725763614699524,-0.5184909205569963,3735.8362962976544
53,2.8436917514954283,3.3559073398191224,-3.1655908224479656,-0.48572152282064529,-1.5023068231197001,0.35588208412111078,-2.3929150173496327,0.99105301030228254,44.791115595213405
54,3.8533576339763131,-7.2604982924944528,-2.3809554494120118,0.86657061163139038,-2.0241382757134989,-2.8498092962492541,4.2088563072788698,5.5866167609826443,94508.441819330968
55,22.720637334112695,-2.7762316964948486,-3.2923777491026334,-2.6796839919112054,4.9798164715604516,2.3187322975768119,0.53401732490213749,-21.804909990643409,4639.9871830492075
56,-8.339389287531441,-1.6072182884737654,-2.4035348291519059,5.413871577315275,4.1356161416345882,1.2044253122670123,3.7318532467515926,-2.1356238728113563,113.15046545395806
57,-13.787105436363589,-0.76864023377340096,-1.7742892424018397,-2.4207322270385303,0.63947564440279581,-0.53707066232660849,7.4415024395666922,11.206859717934481,0.069256954435991627
58,-5.2898140477389202,0.43559547249173985,1.5056045208497368,-2.2260107957854594,2.6121835125873898,2.1655945076165963,2.533736311156956,-1.7368894811780393,0.00024594249314542833
59,-5.9760562842934828,-1.6751180480178627,0.79399953939565693,-1.4092506854123381,-0.54357827858341468,5.4218925977540025,1.2088746210631283,2.1792365380943108,45.69880782321821
60,-11.106810938556576,-0.44497385563125053,-0.48347993680078583,1.4272078286521472,2.3215099292734918,1.851836237813592,-3.5563850686120952,9.9910958038614766,0.00030433012772037736
61,-11.736221626905776,-3.1420707961221184,6.8408898223887231,-6.0278822160588907,4.9479543023329473,0.34847417247470042,3.5393652763211514,5.2294910655692632,5628.0176389684348
62,-68.833293141465887,-1.1529245589138049,4.7363516405592474,0.94746213701911119,0.56231318018575049,-5.2014752423906856,0.46946340538190323,68.472102579624362,1.704803016501506
63,3.9570010983168191,-1.6919377999312442,-0.15662549259396005,1.2938900641300286,-1.8858138944551051,-0.5282838651444246,-2.993930138898901,2.0057000285767868,2.5796845311114573
64,8.386719465287042,-1.3733821505279802,-0.18938452770980382,-4.2589021183864029,-5.8620512673717196,-1.9640939832547404,1.6334866531703054,3.6276079287932994,2.1851165016969851
65,3.3033120197844563,-1.2399118161887828,-1.0036146636025938,1.1132899622284156,-0.45665485192400296,-3.0165172259786255,0.49263275887357455,0.80746381680755919,1.9720674651842316
66,-4.1906515973353731,-0.88775812557395661,1.644569226536964,-0.44217173127249843,-0.60570206538406679,-0.12747245310937422,0.81393478199901115,3.7952519641392941,0.018392199803328409
67,-3.8056408748595483,1.2494858165563247,1.9210655525820008,0.38987855188814391,-2.7604653086121593,-0.020813478747953904,1.5377104986792629,1.4887792425139286,0.0043240392408172568
68,15.291895554329734,0.73946544233910516,0.85675427614725153,-4.4766120624562635,-1.1372094426286981,-5.1129013614326873,6.0625639237742597,-12.223956330072703,0.048885361145336335
69,-6.4706702209695388,1.5022996171049581,2.5864507713549534,1.4530518693638252,-3.9157510784038987,1.044748521688728,-0.51680592966191718,4.3166764495228902,25.796888767918251
70,-9.7509036747894164,-2.9519442007446766,-2.051664791260563,4.4486782160986458,-0.74510723239726018,0.062964869176114477,2.4225828525640254,8.5653939613531307,22.355586764679046
71,-5.4551838127869363,1.5131388651787805,1.2600719491013057,0.022770519253059316,5.1572769679515726,0.204887910580066,-1.6411639546724019,-1.0617984446054454,0.0042971666740414527
72,157.58866737380015,-1.0484715229599035,0.83837260412795178,1.4821591488071917,-1.1633289745483406,0.47685913162766741,-0.59745097694172455,-157.57680678391299,0.90257522203564955
73,14.310845130443139,-4.1953862276125662,-3.7072803725025545,5.540855675579424,3.3440046448451759,-1.4260692250124287,-1.0771173052527778,-12.789852320487412,188183.12596106165
74,38.272342531023476,1.594491536858196,2.769961629471847,0.82612290222874096,-0.18299537103774619,-4.8596468158826678,-0.53862293170527509,-37.881653480956572,1.6728171192799532
75,-6.2129190121134892,3.9249776406244092,0.59114088810411092,0.097325210218858232,4.4585794088439767,3.3456426985515404,-4.3917909861301654,-1.812955848099242,116.70047283715522
76,6.324276362579468,0.14073469050580623,-0.81602243309430444,2.5674842826505468,-3.7758599234556134,0.94947987950301016,-3.9346489653693135,-1.4554438933196003,3.0479765672124645e-09
77,-3.1014515188515053,-0.029008176457427731,1.183932944689484,-0.81859549150151756,0.28366294563421185,2.6348430406312993,0.42997438883672157,-0.58335813298126604,4.2189491001355928e-16
78,4.429215292748574,-2.957783548090223,-3.1834213559336111,-1.0398200171087026,1.947028245916111,-0.58826083409707064,-1.7574329786538743,3.1504751952187959,2415.6528287059414
79,-4.7547055905483573,-0.21288453812032676,1.1299162745478923,-1.3625866696309581,0.73819616477706873,2.7982981129665054,3.0409244187041908,-1.3771581726960154,1.9117944487217399e-07
80,-7.3027239839338538,1.0272391077443048,1.2737536766957489,-3.3046052235625325,1.2698990306874911,2.3830844911922329,-1.1174164492739354,5.7707693504505446,1.308324425617873
81,-6.626426616430579,1.9954293364575602,3.0855464039167977,-4.8686104924660851,3.4109940315379528,0.88991583934104157,0.9942536365073712,1.1188978611359408,373.01665550531806
82,6.6193027633996584,-0.669389914300903,2.1344839850321669,-0.21967144049661058,-0.73776839642878889,1.4066694253931733,-4.8687116526692717,-3.6649147699294247,0.0078451578791318161
83,7.9008825948046777,-0.315404452729656,-3.9084352501535906,-4.7260652083643091,2.8020003071154842,-2.795781142282399,2.6071328821113511,-1.5643297305015587,9.7426746985168869e-06
84,-48.305927372793683,0.72318708898726847,-3.1160229846089726,-3.4830320101216339,2.9869685999463984,1.9055983308056961,1.3543028222630613,47.934925525521862,0.039129711063303506
85,-4.7790284224735835,1.8204245339292979,2.0639677923092785,2.1212566873729295,0.65887741599440053,-1.9469573370439148,-2.5350756880410423,2.5965350179526339,201.61750486578435
86,-3.9487851664296993,3.3904142095852228,0.98646336166814397,1.4786407040929324,0.39114830589539196,0.80267111604694907,1.4766308682145215,-4.5771833990734621,54.87449589298194
87,6.6381705603317549,-1.3329692203415173,1.2885917242458507,-2.8416528163483026,-4.3377072534569798,-3.1876713368562237,1.9609138786125266,1.8123244638128924,17.70927122958749
88,6.7596888984788599,0.51557616088451574,-0.85015018817113419,-2.5107278539305957,2.5581214518444826,-5.5760289731271602,0.2206327615534775,-1.1171122575324457,0.00084445139120915835
89,-2.7168902992764243,2.184558283275722,3.0039631942713338,-0.45016433455042076,0.56875285639867512,-0.97006321912309579,-0.39151580878704212,-1.2286406722087473,1.7128489007942331
90,7.262501442115985,-0.43424736456304858,-0.88589108266187144,-2.8745762981995675,-2.7257680360229979,-2.3042908932842558,-2.8411460554666839,4.8034182880824403,0.00023843604751416146
91,-34.902977305978851,3.0148492591925677,2.7304541651823961,-3.7433062580859477,-4.0346026606025269,2.2645074850274032,0.25643237295395738,34.414642942311005,2131.3754851507765
92,-3.4314886571847514,3.1419834966519393,-0.27612189402707576,-2.2428466916782899,-0.32596149541676778,3.8446155011181844,-1.1920706750518815,0.4818904155886421,1.6136721366986251
93,5.7084216595843387,7.2816105203309966,-0.147762045250452,-4.1278449439915805,0.58662023446709555,1.3192563117541098,-3.0666015484164157,-7.5537001884780919,251.44379631231277
94,3.5321903833472859,-2.6509051958639169,-1.0010763990448748,-1.1323281561389447,0.29439548707595165,-1.3579378335217394,-1.3528998933318235,3.6685616074780616,45.103859197761778
95,4.1344001490431515,-1.1902125792925935,-0.32319395655942584,-3.7760229116898483,-0.80769733329172122,-0.55956320900640888,1.2437060904842698,1.2785837503125768,1.0520919232294541
96,4.2962540577022681,-0.10257026411650229,-4.0530920645669948,-0.15838838679152573,-0.48259102366475987,-0.47237256021286633,1.2234405819971528,-0.25068034034677211,1.2888866879601094e-10
97,7.1074070239765152,-1.2439757325023526,-3.6622434124244596,-0.74416103614385487,-2.2248931775708543,-1.0469449611528963,-2.9915618016195462,4.806373097437449,7.8863608350247398
98,5.3661961439508472,-0.6032786138119105,2.7909944488500393,-0.28939642814754246,-2.2440569036830134,0.60529658479661519,-2.9858942736017298,-2.6398609583533057,0.004658238803555116
99,7.1823191435361471,-0.15102308255628893,4.3294905164525872,-1.5188144129955015,-2.5923220679115744,-0.40308140918102003,-3.0791396238055899,-3.7674290635387591,6.1721049869781648e-09
100,-6.1076843009876267,-0.405393931172563,0.55641964986832804,-1.3274129708407658,5.3126269665233794,2.6312162677401241,-0.20424733256818189,-0.45552434856269386,9.2158027098276078e-05
101,7.4909390313874153,-3.0098954726308289,-1.7632794950421404,-6.950838139266347,-0.9588751178369026,2.5873684979157292,0.13086058522784499,2.4737201102452291,140.81016502006514
102,-2.7660832461641731,5.291107242586274,1.7073874537331362,0.8213779234922024,2.2333850265867485,-1.8086738910876536,-0.6427168144333405,-4.8357836947131929,1225.3006050727438
103,4.0854022718599108,2.8947163027684875,0.84706738651076496,-3.7894763578516026,-1.0754582634755043,-2.5167547287903491,-1.3187276656821827,0.87323105466047579,789.96198677838925
104,9.8715152262744255,2.9475694589861789,-1.9737856475644631,1.9884474464753679,1.854252283071653,-1.3891295613043642,-5.1515474238917633,-8.1473217820470332,27286.959527454754
105,6.4345092789834553,-0.69549038124936835,-2.7317328195229451,0.98458447409098082,-3.0778043424708561,1.7047706640956823,1.660983040450088,-4.2798199143770379,0.026479591442627418
106,-6.9412974984625109,-0.18078823166072089,6.0311604387793318,2.1744117768954734,-1.2653330908584781,1.9747847199495054,-0.93632172745565512,-0.85661638718694721,3.7299376168316984e-08
107,8.9734125848137474,2.1336776910664614,-0.69491852590803616,3.1339256119173213,-2.804257165869561,-4.0711724534351292,-7.0825398266707804,0.4118720840859762,124.13511528166862
108,5.0997211036104213,-2.2809873121650637,-3.305104333685561,-2.72176645172781,-1.1304353365286119,1.3896168403361264,-0.15666340823500735,3.1056188983955044,48.357578109180523
109,-6.3591353425815562,-1.0299747851735126,-0.51942819567085141,-0.78151985647400357,1.3585022151214394,2.0523397418313358,5.8510083339729189,-0.57179211102577021,0.82421967706156185
110,-5.5344260911870169,0.95141770800258496,5.2428146148321328,-1.5437397603699086,-0.51094093238575733,1.0348610053127336,0.54608561269380163,-0.18607215689856993,0.061966039759020111
111,8.0153942183150768,-4.2370010701593062,2.1529338256094608,-2.6284333086421614,-2.6412827646390999,4.7994145302071143,-6.317487971409264,0.85646254071818007,163717.26509472917
112,50.080265383482349,-4.8399018478445672,-0.031664054136766165,-5.828785421583019,1.6285850052161599,2.0173209639704375,6.4616268099803662,-49.48744683908496,262.64698587683961
113,-3.6483307440005994,-1.2716566319126197,0.24242885216977339,-0.84000145619283695,1.8432874886474364,-0.45244204218881579,3.0747312392595889,1.0519832942180729,0.66229255949433052
114,-2.5093135302094565,4.5035465515625344,-3.7741623372659987,1.0750714994626831,1.9207242172476315,-1.8064918836651938,1.7185998142011605,-1.1279743313333603,3315.4659103923132
115,-4.2972811412533574,4.0045958690647696,3.2175866958558115,1.4045881562602247,2.1805397154395187,-1.493279751316468,-1.3661936595738844,-3.6505558844766153,45667.884674890549
116,-5.5523175123474111,2.5599172851800125,1.1092654799372306,2.7322581104996537,-0.78680944227853233,4.0956647069237393,-0.92838722104803251,-3.2295914068666622,1072.8131535224202
117,9.7623100400246638,-1.1690896317937813,6.5676340968278097,-2.3466150607628307,-2.4350884258917382,-3.7189579108810218,-1.5851526704297201,-5.0750404370933815,4.7695575059377342
118,4.8336581781387151,1.4674663202596281,0.0693446851811719,0.50099081849584282,-2.4692001047534458,0.98925511841330027,-1.3444403042597468,-4.0470747114754655,0.17294815774437625
119,5.1863068345843697,-2.4471769571534381,-0.4241210542139181,-1.5683011645197338,4.2277963225073254,-0.11286482423732516,-2.9515107400095864,-1.9101284169576935,7.0040950225299525
120,11.386244697111218,2.9994538442857719,0.81375784517567207,0.16473644770211351,-2.7260372057555662,2.0894657295927437,-4.3884627647404315,-10.339158593371522,203.95477222009822
121,-2.4656776212500842,-3.2046594644311757,2.4563219171630761,0.52539672663148407,2.9114358812262697,-0.68260898565939476,0.93407305303433885,-0.4742815067145143,15.630436871457732
122,-5.7002641646748877,3.7134392281120694,0.68721118492266564,-3.1957592013855862,2.8064080028488689,4.3388174430406785,0.31601625142996642,-2.9658687442937737,2022.4864446190229
123,6.910172863822015,0.31355147088326257,-3.4221209369666417,2.5162676395429417,-3.0719024930547474,-4.4259110886096522,0.7959844958235256,0.38395804855929772,9.1851959172275478e-06
124,5.6380737226398088,1.553381150256651,-2.611821535848394,0.1761870673820731,-3.3486119509820633,2.7394041798296898,-2.2026880350197535,-1.9439245982580116,5.1282439483627371
125,-10.708384195491076,3.7970384956981089,-4.1826637294751157,-0.59499353018646328,-0.069877833120831095,-0.68616130023748556,2.1406670770820297,10.304375015730834,5.241368014299951
126,0.62517185607526893,-3.0743298435909576,0.34567621110727753,0.29985022508566089,0.21669366896002762,-0.13607021588066556,-1.1488556118954429,2.8718637101388311,0.00028402694962719567
127,-12.143122360559857,0.45787022242434028,0.99571046442827493,-0.95436765584061556,1.3089729153775971,-4.9394198947873074,6.4127293936242662,8.8616269153333018,0.00040497107152884162
128,-5.1705593494935931,0.32177555559640442,-1.7663793524546569,2.1320725206149214,-2.0511906249444949,1.7358506630682757,2.8679186586708112,1.930511928942332,1.1899548641284329e-05
129,-5.4155190679106759,2.0989594188981524,-1.6933831651139941,2.5715909988969039,3.5059648548084859,0.94332828125664459,-3.1325872886605048,1.1216459678249873,863.82431044100224
130,7.1129847751416566,0.15642225984088934,-2.5370501089853619,-0.75286064826630594,-3.0554705993313065,-1.1583860969774789,-3.9393193030747176,4.1736797216526238,8.7697165938090932e-09
131,5.05242619414331,-5.0101460477553639,2.3389630970655171,-3.7980131686314351,1.8243873815212794,0.86647723031310175,2.9575382186513579,-4.2316329053077668,189949.59644630054
132,-5.7505039401230444,-0.26355998103224498,3.7431395856956931,2.4752649490358953,0.55898974137762281,-0.18173231060080236,2.207710993489294,-2.789309037842413,1.5530868713398583e-06
133,13.947543528105426,1.7735225257971772,-4.2783737569003302,0.89291651809425654,0.78273556173845082,-2.3565816616028727,2.1856122242550629,-12.947374939487171,148.01780792469862
134,-6.5799810659013094,1.1717743863121857,5.2062853582186541,-2.591433299061185,-0.24363663766593818,-1.0557014825171303,1.2403249998060297,2.8523677408086932,0.96669852459229944
135,3.7023572843150592,3.0768214980654802,-2.5274620765983213,-2.5003014667787786,0.0070897119557099299,1.1271458978969076,0.15415758555463763,-3.0398084344106944,0.0059313824620659261
136,5.4085683913978899,1.5074397976186995,-1.4682086627095694,-4.0320641322533266,-2.5167466200778881,0.99332932548549691,-1.646937481746285,1.7546193822849832,57.077038803022205
137,-4.8288789896581497,-1.452276384254902,0.5440297901592076,1.0188615804958534,4.2922917216776817,2.0693269010686897,-0.95758612121170039,-0.68576849827667985,11.982447632511182
138,31.538547381160836,1.7277745993376161,-5.1739505941953698,5.0914641522349893,0.30347122498369672,-0.49919853895708127,-2.3426678209734857,-30.645440403591202,10.256722138235915
139,-5.0748826257086312,1.1572813723237196,1.2190886248901114,0.74086848349712864,-0.49969575302322022,4.0933901682020402,-2.650346271827873,1.0142960016467244,2.5081213034686285
140,-1.7092111176449065,2.400602189446233,1.4960663040484121,-1.736715684094601,-1.1697691183324812,-0.24105504089999538,1.3582642316268507,-0.39818176414951223,3.3436736118045371
141,-6.7053002710826952,2.4006846210223203,2.1467921174088009,-0.54808529693571306,4.4909886329045676,2.6622708140830946,-0.14171758320878799,-4.3056330341915867,21.118912746861167
142,-5.2707554602270426,-0.41117845254009688,3.2141530114671335,-0.25995125448593626,-1.1711787321567209,1.868480245780558,3.3203589454210407,-1.289928303258935,0.00012736575870646481
143,-4.3183697018345732,2.8526454682356768,-0.31303702759379826,0.70904911325131326,2.3474426941358546,0.14099779933284523,2.424993622914053,-3.8437219684413702,3.060916680821963
144,-4.496198766637538,-1.625680323618222,0.43778280882869969,-1.0981116255207821,2.5872839754574386,3.5666666214304872,1.2755427572760849,-0.64728544721616821,17.650495293427287
145,-3.9174002814045799,5.6397874006644342,1.8131897779697024,4.2022190730001183,-1.4179766321276168,-0.019035253633064016,-1.6762881667677036,-4.6244959177012905,9.1196996013022726
146,-3.6174796834998353,-0.42670672469615206,0.94803238988129457,1.4401832840206583,1.4897344186414154,-0.29641989280914571,-1.7537595274678357,2.2164157359296004,0.00019269910444045857
147,5.5358733356072838,-3.6729410751168841,1.6049816830468122,-1.3194727431899236,1.5437790651672998,3.2623855163797955,-2.3349957177405525,-4.6196100641538314,51662.727688436615
148,-7.7467693025208195,-0.32513513894215257,4.5145794340785486,4.7488931340389149,-1.848133663778837,2.213297156523951,-2.7352440647578513,1.1785124453582467,1.3201980397838582e-05
149,-3.504704795632867,3.2525717492465707,-1.1188109394803041,1.6964590435416809,0.97520323765505501,0.38879976726198529,2.0015583463118345,-3.6910764089039554,248.9775467029321
150,10.582900031337218,1.3497171818307478,-0.92771516942841403,-0.40021822504773252,3.2565903496659958,-6.5850333003584556,0.38424172175028298,-7.660482589749642,1.9503501540152002
151,-5.5896543360822584,1.097322503847423,0.53434468414197034,-1.639979137342632,4.627087088544716,-0.7102703208593546,2.5935359332535373,-0.91238641550340205,1.7147014124252777
152,-4.4701463387988785,0.49482591661863318,1.7932505461910635,-0.49412897898331021,2.9166069502292631,-1.7027949992881877,2.1960749094178187,-0.73368800538640144,0.00088008451205802733
153,6.746337817362436,1.6363071811492969,0.89837795270580223,-1.1540229969408236,-1.020080111018091,-6.4608670484760289,0.91383749081102827,-1.5598902855936201,79.317770036448778
154,3.8799337801084151,2.2478596897404119,-0.43765635181621415,1.6101120473267796,-3.3143640107930539,-0.69931897845115643,-1.1700278763060712,-2.1165382998091111,108.93011871874815
155,8.4661894296345217,-4.5208984958395853,-0.080237780522362037,-2.3201788154704732,-3.2411842392346872,3.4749798876570188,-6.4823049053648694,4.7036349191404376,3507.4193106236253
156,-3.2251480211431183,-1.0504030676325338,-0.29008964192049863,2.9708868733955174,0.39952776002973112,0.37067260606597768,1.4016302481637612,-0.57707675695883687,0.055039309844968562
157,3.1443093240246989,-1.5277944535590673,-1.8814674439558754,0.86424035283309875,-1.682565602421364,0.29203118459260735,-1.1381075969642938,1.9293542354501949,8.9151008173209867
158,-7.5929099015273378,-3.0467121333052702,1.5358050206684812,7.0602608574750692,-2.3280110279269226,2.5603104998386517,0.1594364876932286,1.6518201970841009,420.71798942068193
159,-5.3375047567742264,-0.88372211717087867,-0.27751044669703728,3.9954729329837271,3.4705013751672809,0.2905446213483569,-1.0221480630461208,-0.23563354581110119,0.0098235850043995668
160,3.3155686297251541,-2.5183623551081187,-3.2399213796405508,-1.067477081537396,1.3866986978935867,-0.4978874787141202,1.525052462489211,1.096328504892234,182.18252539881775
161,6.0769016493855892,3.1473813768770267,-5.3702835245007918,0.68508351419234281,-0.31474866913137994,1.2227516230090414,-1.9833073483736521,-3.4637786214581761,226.65901259740156
